timestamp_unix_seconds,time_ms,frame_index,eye_position_x,eye_position_y,eye_position_z,eye_orientation_x,eye_orientation_y,eye_orientation_z,eye_orientation_w,gaze_dir_x,gaze_dir_y,gaze_dir_z,plane_center_x,plane_center_y,plane_center_z,plane_normal_x,plane_normal_y,plane_normal_z,plane_width,plane_height,hit,in_out,reason,t,hit_x,hit_y,hit_z,plane_u,plane_v
1780011697.086263,922.6,15,0.40855857729911804,1.1204333305358887,-0.319330632686615,-0.005037334747612476,-0.43307918310165405,-0.25647789239883423,-0.8640811443328857,-0.7510149770092986,-0.21344512176174513,-0.6248341254315714,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,1.0893601031205655,-0.40956717550082067,0.8879147306829324,-0.9999999999999999,-0.40956717550082067,0.8879147306829324
1780011697.163921,1000.3,16,0.39918795228004456,1.12506103515625,-0.3118196129798889,0.003247965592890978,-0.4461718201637268,-0.2525307536125183,-0.8585734963417053,-0.7645021213677144,-0.23092142957484774,-0.6018403441008031,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,1.1434600451192862,-0.4749896779128723,0.8610116068755845,-1.0,-0.4749896779128723,0.8610116068755845
1780011697.218785,1055.2,17,0.38120901584625244,1.1317617893218994,-0.30284884572029114,0.0243879035115242,-0.4632943272590637,-0.25692471861839294,-0.8477932810783386,-0.773023799909429,-0.27941528554878264,-0.5695272627146828,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,1.224087414106745,-0.5650396884278505,0.7897330549725923,-1.0,-0.5650396884278505,0.7897330549725923
1780011697.278166,1114.5,18,0.3645009696483612,1.1372698545455933,-0.29656800627708435,0.04326449707150459,-0.480890691280365,-0.26565468311309814,-0.8344458937644958,-0.7795676663935622,-0.32770548113773595,-0.5337446684941972,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,1.3179185390412254,-0.6629057103288198,0.7053807256087463,-1.0,-0.6629057103288198,0.7053807256087463
1780011697.361829,1198.2,19,0.33811017870903015,1.1469924449920654,-0.29142847657203674,0.07634789496660233,-0.5138874650001526,-0.27669453620910645,-0.8084126114845276,-0.7886160104282414,-0.4078208509459369,-0.46018142251722416,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,1.5397655984286112,-0.8761736245183949,0.5190439283836294,-1.0,-0.8761736245183949,0.5190439283836294
1780011697.369722,1206.1,20,0.33359473943710327,1.1488288640975952,-0.29148587584495544,0.08278034627437592,-0.5201624035835266,-0.27731913328170776,-0.8035374879837036,-0.7900269070702817,-0.4215362355892997,-0.44515692535348383,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,1.591605305460401,-0.9238162773124281,0.4779095550898603,-1.0,-0.9238162773124281,0.4779095550898603
1780011697.419537,1255.9,21,0.3154129385948181,1.1566581726074219,-0.2939174771308899,0.11081326007843018,-0.5450698733329773,-0.27681538462638855,-0.7835769057273865,-0.7928584851852725,-0.47542874790051415,-0.38123867608030615,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,1.8520747425960977,-1.1530202362698274,0.27612859671679213,-1.0,-1.1530202362698274,0.27612859671679213
1780011697.485673,1322.0,22,0.29671788215637207,1.1631203889846802,-0.29811525344848633,0.13822351396083832,-0.5627392530441284,-0.27147504687309265,-0.768453061580658,-0.789828921518394,-0.5179758870569373,-0.32843759705714176,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,2.1370414131650075,-1.3911792324438907,0.05618446732312421,-1.0,-1.3911792324438907,0.05618446732312421
1780011697.544394,1380.8,23,0.2842954993247986,1.1667319536209106,-0.3026396632194519,0.15600748360157013,-0.5762155055999756,-0.26240697503089905,-0.7581425905227661,-0.791831929025275,-0.5389576353114582,-0.2872748918990193,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,2.427501868230374,-1.6378779877085174,-0.1415887129946789,-1.0,-1.6378779877085174,-0.1415887129946789
1780011697.608911,1445.3,24,0.2629941999912262,1.171730399131775,-0.31327345967292786,0.1864539235830307,-0.6015858054161072,-0.23766100406646729,-0.7394909262657166,-0.801108731600596,-0.5617088695081768,-0.20665900916517158,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,3.3229934813933424,-2.399084893004843,-0.6948245126847201,-1.0,-2.399084893004843,-0.6948245126847201
1780011697.673215,1509.6,25,0.25087517499923706,1.1741622686386108,-0.3213762640953064,0.2065921127796173,-0.616684079170227,-0.21673621237277985,-0.728042483329773,-0.8083924345350288,-0.5681312139693888,-0.15404088905286772,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,4.405477922629919,-3.310479848165885,-1.3287272516604665,-1.0,-3.310479848165885,-1.3287272516604665
1780011697.744831,1581.2,26,0.23649969696998596,1.177156925201416,-0.3382648229598999,0.24435588717460632,-0.6392509937286377,-0.17144814133644104,-0.7086989879608154,-0.8222840487553749,-0.5655461295317238,-0.06329706576260231,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,10.454436853707552,-8.360016966554063,-4.735309373846702,-1.0,-8.360016966554063,-4.735309373846702
1780011697.760326,1596.7,27,0.234748974442482,1.1773046255111694,-0.3416735529899597,0.2510039210319519,-0.6433299779891968,-0.16137154400348663,-0.7050409913063049,-0.8261382272962133,-0.561566408300368,-0.046247145517259274,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,True,False,outside,14.234963902028397,-11.525298869204848,-6.8165729252363105,-1.0,-11.525298869204848,-6.8165729252363105
1780011697.810715,1647.1,28,0.2298007607460022,1.176275610923767,-0.35633552074432373,0.27478399872779846,-0.6612986326217651,-0.11820732057094574,-0.6878989934921265,-0.844850262894855,-0.5343878853082508,0.02564412841705233,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,False,False,behind_ray,-25.09987739835466,nan,nan,nan,nan,nan
1780011697.871878,1708.2,29,0.22806233167648315,1.1724815368652344,-0.3703196048736572,0.2915264368057251,-0.6783686280250549,-0.07094399631023407,-0.6706678867340088,-0.8685558999670261,-0.48728714118264244,0.09034318275618271,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,False,False,behind_ray,-6.969871725968721,nan,nan,nan,nan,nan
1780011697.934324,1770.7,30,0.22837914526462555,1.1652477979660034,-0.37829482555389404,0.2973310053348541,-0.6900391578674316,-0.018872112035751343,-0.6596090197563171,-0.8990895934110122,-0.4182894261997175,0.1291195529326672,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,False,False,behind_ray,-4.814957613509633,nan,nan,nan,nan,nan
1780011697.997775,1834.1,31,0.22936037182807922,1.1598471403121948,-0.37539663910865784,0.2882639467716217,-0.6898617744445801,0.008637398481369019,-0.6640181541442871,-0.9211411074473023,-0.37090773424312096,0.11801064718656606,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.6,False,False,behind_ray,-5.292771252274303,nan,nan,nan,nan,nan
