timestamp_unix_seconds,time_ms,x,y,z,worn,in_out,device_serial,session_id
1778802790.6161213,1778802790616,1415.7874755859375,797.3661499023438,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6211324,1778802790621,1426.2548828125,792.0077514648438,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6261213,1778802790626,1425.544189453125,792.1183471679688,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6311212,1778802790631,1392.017822265625,800.1589965820312,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6362433,1778802790636,1439.3695068359375,811.5487670898438,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6411324,1778802790641,1435.8792724609375,808.1676635742188,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6512434,1778802790651,1419.55712890625,814.9129028320312,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6562433,1778802790656,1418.1988525390625,809.5421142578125,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6612434,1778802790661,1413.1884765625,811.6599731445312,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6662436,1778802790666,1435.1444091796875,817.7508544921875,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6712656,1778802790671,1429.333251953125,813.788330078125,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6762435,1778802790676,1432.08447265625,829.0875854492188,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6812434,1778802790681,1429.1927490234375,835.5136108398438,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6862435,1778802790686,1439.6688232421875,832.3046875,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6912434,1778802790691,1437.141357421875,832.985595703125,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.6962435,1778802790696,1433.6424560546875,843.3278198242188,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.7012434,1778802790701,1432.6072998046875,875.982421875,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
1778802790.7062435,1778802790706,1417.8421630859375,881.7998657226562,,True,True,-1,c6bc3f0c-c3c0-4a0e-9c90-f15901cc4f40
