timestamp_unix_seconds,time_ms,frame_index,available_keys,eye_key_used,eye_available,eye_position_x,eye_position_y,eye_position_z,eye_orientation_x,eye_orientation_y,eye_orientation_z,eye_orientation_w,head_position_x,head_position_y,head_position_z,head_orientation_x,head_orientation_y,head_orientation_z,head_orientation_w
1780011702.244936,6081.3,109,eye,eye,True,0.07386667281389236,0.7988653182983398,0.2658643424510956,-0.5834470391273499,-0.005568156950175762,-0.09800533950328827,-0.8061970472335815,,,,,,,
1780011702.327698,6164.1,110,eye,eye,True,0.07879888266324997,0.7986012697219849,0.2682114839553833,-0.5753010511398315,-0.020259488373994827,-0.09579280018806458,-0.8120603561401367,,,,,,,
1780011702.336132,6172.5,111,eye,eye,True,0.079747773706913,0.7983302474021912,0.2682998478412628,-0.5747913122177124,-0.02272060699760914,-0.09631331264972687,-0.8122944831848145,,,,,,,
1780011702.422807,6259.2,112,eye,eye,True,0.08453887701034546,0.7959489822387695,0.26786524057388306,-0.5771185159683228,-0.03537249565124512,-0.10375978797674179,-0.8092693090438843,,,,,,,
1780011702.433060,6269.4,113,eye,eye,True,0.08453887701034546,0.7959489822387695,0.26786524057388306,-0.5771185159683228,-0.03537249565124512,-0.10375978797674179,-0.8092693090438843,,,,,,,
1780011702.518697,6355.1,114,eye,eye,True,0.08972921967506409,0.7922788262367249,0.265735924243927,-0.5838169455528259,-0.050259679555892944,-0.11462358385324478,-0.802180290222168,,,,,,,
1780011702.585159,6421.5,115,eye,eye,True,0.09423680603504181,0.7892438173294067,0.262859046459198,-0.5882443785667419,-0.06309632211923599,-0.11624354869127274,-0.7977938652038574,,,,,,,
1780011702.670634,6507.0,116,eye,eye,True,0.09910239279270172,0.7864758968353271,0.2587781250476837,-0.5884631872177124,-0.07262200117111206,-0.1153375655412674,-0.7969531416893005,,,,,,,
1780011702.683250,6519.6,117,eye,eye,True,0.10039225220680237,0.7857980728149414,0.25735557079315186,-0.5889081358909607,-0.07423779368400574,-0.11468349397182465,-0.7965700030326843,,,,,,,
1780011702.736755,6573.1,118,eye,eye,True,0.10214187204837799,0.7850353121757507,0.25572139024734497,-0.5889210104942322,-0.07690568268299103,-0.11369872093200684,-0.7964484691619873,,,,,,,
1780011702.782288,6618.7,119,eye,eye,True,0.10428062826395035,0.7841399908065796,0.2543623745441437,-0.587614119052887,-0.08131352812051773,-0.11218184232711792,-0.7971907258033752,,,,,,,
1780011702.830741,6667.1,120,eye,eye,True,0.10542839765548706,0.783349871635437,0.25406432151794434,-0.5868040919303894,-0.08443789184093475,-0.11058643460273743,-0.7976853251457214,,,,,,,
1780011702.879231,6715.6,121,eye,eye,True,0.10625387728214264,0.7818931341171265,0.25447940826416016,-0.5883190035820007,-0.08706755191087723,-0.10973910987377167,-0.7964028120040894,,,,,,,
1780011702.939811,6776.2,122,eye,eye,True,0.10604190081357956,0.7803170084953308,0.2557773292064667,-0.5910503268241882,-0.08856711536645889,-0.10851413011550903,-0.7943803668022156,,,,,,,
1780011702.989046,6825.4,123,eye,eye,True,0.10534629970788956,0.7789214849472046,0.25689008831977844,-0.5944340825080872,-0.0887901708483696,-0.10854755342006683,-0.7918217778205872,,,,,,,
1780011703.053160,6889.5,124,eye,eye,True,0.1037147045135498,0.7763274908065796,0.25844648480415344,-0.5997617244720459,-0.08627604693174362,-0.10885307192802429,-0.7880313396453857,,,,,,,
1780011703.112881,6949.2,125,eye,eye,True,0.10245523601770401,0.7738140225410461,0.25894895195961,-0.6035634875297546,-0.08253782987594604,-0.11075447499752045,-0.7852592468261719,,,,,,,
1780011703.160485,6996.9,126,eye,eye,True,0.10144650936126709,0.7714576721191406,0.2599159777164459,-0.6055876612663269,-0.08123820275068283,-0.11275940388441086,-0.7835493087768555,,,,,,,
1780011703.210411,7046.8,127,eye,eye,True,0.10075239092111588,0.7702066898345947,0.2608928382396698,-0.6069040894508362,-0.080945685505867,-0.11319968104362488,-0.7824966907501221,,,,,,,
1780011703.273468,7109.8,128,eye,eye,True,0.0998443141579628,0.7687534093856812,0.2612915337085724,-0.6117812395095825,-0.07751750946044922,-0.11197125911712646,-0.7792156934738159,,,,,,,
